nitrogen,phosphorus,potassium,rainfall,temperature,soil,season,irrigation,label
50,100,23,108,38,loamy,zaid,no,rice
75,45,28,176,40,clay,kharif,yes,rice
28,76,14,90,32,loamy,kharif,no,maize
40,25,68,194,25,clay,kharif,no,wheat
55,80,17,282,15,loamy,rabi,yes,rice
76,66,61,171,20,sandy,zaid,no,maize
73,44,49,77,22,sandy,zaid,yes,maize
79,89,35,66,30,sandy,kharif,yes,sugarcane
61,93,92,50,21,clay,kharif,no,maize
34,41,10,265,30,sandy,rabi,no,rice
80,100,10,215,35,clay,rabi,no,cotton
79,100,52,127,37,loamy,kharif,no,sugarcane
94,89,85,125,21,loamy,zaid,yes,rice
33,69,83,256,34,clay,zaid,no,cotton
79,90,24,132,32,loamy,zaid,yes,cotton
15,74,88,65,23,clay,kharif,no,sugarcane
65,25,14,64,33,sandy,kharif,yes,rice
17,60,12,138,30,loamy,kharif,yes,cotton
62,40,100,296,34,clay,zaid,yes,rice
70,83,96,92,38,sandy,rabi,no,maize
35,45,72,292,31,clay,zaid,no,rice
79,12,73,250,20,sandy,zaid,yes,maize
88,59,57,206,23,clay,rabi,no,sugarcane
68,25,49,151,40,clay,zaid,no,sugarcane
68,96,45,241,33,clay,zaid,yes,cotton
17,44,44,232,20,clay,kharif,yes,sugarcane
32,84,64,138,18,loamy,kharif,yes,rice
20,17,38,287,20,clay,zaid,yes,wheat
46,83,87,144,36,loamy,kharif,no,cotton
11,79,95,219,30,loamy,kharif,no,cotton
71,93,48,173,36,loamy,zaid,no,wheat
36,84,56,210,24,sandy,rabi,no,maize
51,37,84,123,22,clay,rabi,yes,maize
91,33,78,244,15,loamy,rabi,yes,maize
95,35,54,232,35,sandy,kharif,yes,maize
29,80,49,209,21,sandy,zaid,yes,maize
42,65,33,148,20,sandy,kharif,yes,cotton
42,24,60,102,26,sandy,zaid,no,rice
99,17,57,55,33,clay,zaid,no,wheat
50,94,48,197,40,sandy,zaid,no,sugarcane
81,14,18,117,33,sandy,zaid,no,cotton
29,50,50,223,18,clay,zaid,yes,maize
87,46,79,143,33,clay,zaid,no,wheat
67,34,61,233,29,sandy,kharif,yes,sugarcane
76,33,68,283,38,sandy,kharif,no,rice
38,46,84,273,26,loamy,kharif,no,wheat
11,69,33,231,33,sandy,zaid,no,wheat
71,18,51,286,25,sandy,kharif,no,rice
42,23,68,59,23,loamy,kharif,no,rice
39,77,11,230,17,loamy,zaid,yes,sugarcane
87,55,52,222,15,loamy,zaid,yes,wheat
77,65,93,203,20,sandy,kharif,yes,rice
89,17,51,177,20,sandy,zaid,yes,wheat
58,77,24,172,35,sandy,rabi,yes,wheat
99,24,66,180,35,sandy,rabi,yes,maize
59,100,92,120,37,clay,zaid,no,cotton
91,41,49,72,17,clay,rabi,no,maize
95,63,95,156,22,clay,rabi,yes,rice
44,65,20,180,28,clay,kharif,yes,wheat
63,49,62,127,17,sandy,rabi,yes,maize
44,92,91,170,40,sandy,rabi,yes,rice
85,96,36,110,23,sandy,kharif,yes,rice
24,76,68,197,22,clay,zaid,yes,sugarcane
94,97,93,249,23,sandy,kharif,no,maize
76,58,85,168,30,sandy,kharif,yes,cotton
92,73,87,160,30,loamy,kharif,yes,cotton
19,69,54,209,38,loamy,rabi,no,maize
81,19,63,207,24,clay,zaid,no,rice
99,42,87,263,33,clay,rabi,no,sugarcane
79,11,90,119,25,clay,zaid,no,wheat
92,59,82,98,36,clay,rabi,yes,rice
48,48,63,299,35,clay,kharif,yes,sugarcane
20,12,46,173,24,clay,kharif,no,sugarcane
33,66,57,185,34,loamy,kharif,yes,maize
45,48,45,142,21,clay,rabi,yes,sugarcane
68,54,60,180,32,sandy,kharif,no,sugarcane
80,59,86,79,37,clay,rabi,no,maize
11,36,28,192,40,clay,zaid,yes,maize
44,35,42,201,18,clay,zaid,no,wheat
48,29,27,127,21,sandy,rabi,yes,cotton
15,72,49,288,35,sandy,kharif,no,cotton
10,60,17,195,27,sandy,rabi,no,rice
36,51,73,61,15,sandy,rabi,no,sugarcane
85,10,15,67,18,loamy,zaid,yes,sugarcane
86,22,80,296,25,clay,zaid,no,rice
57,85,81,297,28,loamy,zaid,yes,sugarcane
97,90,37,260,24,clay,rabi,no,maize
14,94,10,128,29,clay,zaid,yes,rice
33,29,83,121,22,sandy,rabi,yes,sugarcane
91,73,48,203,39,clay,zaid,no,wheat
81,11,62,213,32,clay,rabi,no,sugarcane
68,26,22,227,36,clay,rabi,yes,maize
63,67,60,190,34,loamy,rabi,yes,rice
96,96,70,61,40,loamy,rabi,no,maize
81,91,24,248,24,clay,rabi,no,wheat
94,85,93,225,38,sandy,zaid,no,rice
22,58,27,193,25,loamy,kharif,no,wheat
24,24,98,227,33,loamy,kharif,no,wheat
82,81,86,228,27,clay,rabi,no,wheat
74,22,19,158,22,sandy,kharif,yes,wheat
88,32,66,51,37,loamy,rabi,no,sugarcane
72,73,54,118,29,sandy,zaid,yes,wheat
24,59,38,76,38,loamy,zaid,yes,maize
19,94,78,167,19,sandy,rabi,no,sugarcane
28,88,64,57,18,sandy,zaid,yes,wheat
57,98,83,232,19,sandy,kharif,yes,wheat
47,47,68,68,30,sandy,zaid,yes,maize
13,29,75,63,20,sandy,rabi,yes,wheat
25,59,17,227,20,sandy,zaid,no,sugarcane
12,50,62,96,19,loamy,rabi,no,rice
57,47,72,261,23,loamy,rabi,yes,cotton
52,39,47,106,29,clay,zaid,no,sugarcane
85,71,79,160,39,loamy,zaid,yes,wheat
95,39,62,239,22,loamy,rabi,no,sugarcane
98,86,67,63,16,loamy,kharif,yes,cotton
74,49,34,140,25,loamy,kharif,no,rice
80,15,24,117,22,loamy,kharif,yes,rice
22,25,95,170,38,sandy,kharif,no,wheat
63,62,51,156,27,sandy,kharif,yes,maize
23,49,65,268,35,sandy,zaid,yes,sugarcane
81,40,87,157,21,loamy,zaid,yes,rice
92,96,78,288,33,loamy,rabi,no,wheat
34,97,56,176,35,clay,zaid,yes,sugarcane
71,28,24,178,33,clay,kharif,no,wheat
23,85,88,137,34,loamy,kharif,no,sugarcane
47,100,32,243,34,clay,rabi,no,sugarcane
49,79,94,183,16,clay,kharif,yes,cotton
15,75,83,164,36,clay,kharif,yes,rice
51,50,54,264,36,sandy,kharif,yes,cotton
91,88,77,175,17,sandy,rabi,no,cotton
97,10,100,81,28,clay,kharif,no,maize
14,96,22,172,16,clay,kharif,no,rice
90,21,16,241,28,clay,zaid,yes,rice
37,61,13,234,27,loamy,rabi,no,wheat
25,76,76,249,23,sandy,zaid,yes,maize
11,41,14,160,35,sandy,rabi,yes,sugarcane
24,32,10,142,34,clay,rabi,yes,maize
59,52,34,77,15,clay,zaid,no,maize
96,81,83,125,33,sandy,kharif,yes,wheat
91,62,69,175,22,clay,zaid,yes,rice
51,85,66,258,35,loamy,rabi,no,wheat
31,63,65,180,15,loamy,kharif,no,wheat
85,24,10,152,37,sandy,kharif,yes,cotton
21,54,55,244,38,clay,kharif,no,maize
93,56,56,167,40,sandy,zaid,no,rice
42,53,79,160,26,loamy,zaid,yes,sugarcane
27,54,10,256,34,sandy,zaid,no,rice
54,22,19,239,27,clay,zaid,yes,sugarcane
42,75,93,295,32,loamy,kharif,no,rice
20,52,10,197,38,sandy,zaid,no,sugarcane
84,64,53,167,22,clay,kharif,yes,sugarcane
58,27,95,294,34,sandy,kharif,no,sugarcane
82,12,71,155,36,clay,zaid,no,rice
45,50,72,102,25,loamy,rabi,yes,rice
87,90,36,227,20,sandy,zaid,no,sugarcane
47,98,66,160,19,loamy,zaid,yes,rice
15,41,85,73,35,loamy,zaid,yes,rice
43,100,64,232,17,clay,zaid,yes,wheat
77,26,46,178,21,sandy,zaid,yes,sugarcane
64,81,44,105,22,sandy,kharif,no,sugarcane
17,44,73,74,30,clay,kharif,yes,sugarcane
98,92,94,118,37,sandy,zaid,yes,wheat
90,67,79,157,37,clay,zaid,yes,sugarcane
86,27,36,103,16,sandy,rabi,yes,maize
63,85,38,247,28,sandy,zaid,no,rice
100,43,64,198,26,sandy,zaid,no,rice
87,80,16,113,32,loamy,kharif,no,rice
77,42,57,283,28,loamy,zaid,no,wheat
24,72,10,208,17,loamy,rabi,yes,wheat
86,87,82,156,18,clay,kharif,yes,cotton
76,41,73,62,37,clay,kharif,yes,sugarcane
77,75,21,58,34,clay,kharif,no,sugarcane
79,36,97,153,15,sandy,zaid,no,rice
80,93,89,52,27,loamy,rabi,yes,cotton
22,10,25,137,32,clay,zaid,no,rice
80,28,44,286,40,sandy,zaid,yes,rice
52,14,74,142,24,clay,kharif,no,sugarcane
89,78,42,208,34,loamy,kharif,no,cotton
71,94,77,279,16,loamy,rabi,no,rice
82,14,61,149,31,loamy,zaid,yes,wheat
14,61,36,288,22,clay,zaid,yes,cotton
62,12,100,83,28,clay,zaid,no,rice
87,18,78,223,21,clay,kharif,no,wheat
97,48,75,285,32,sandy,rabi,no,rice
67,44,35,266,17,sandy,kharif,no,sugarcane
72,57,81,134,26,loamy,rabi,yes,maize
36,97,43,69,31,loamy,rabi,no,rice
44,86,48,142,37,loamy,rabi,yes,maize
63,81,48,136,26,loamy,rabi,yes,sugarcane
62,16,58,239,33,sandy,rabi,yes,cotton
56,51,97,197,15,clay,zaid,no,maize
75,24,60,122,33,clay,zaid,yes,rice
19,98,28,300,34,clay,kharif,no,rice
100,52,95,167,37,sandy,kharif,yes,rice
90,78,97,229,28,clay,rabi,no,maize
25,100,66,297,36,loamy,rabi,no,rice
79,36,66,112,40,loamy,kharif,yes,rice
16,96,23,78,29,clay,kharif,no,rice
10,54,21,288,15,clay,rabi,yes,rice
24,34,22,261,15,loamy,zaid,no,sugarcane
61,79,55,172,39,sandy,kharif,yes,rice
64,91,100,218,36,loamy,zaid,yes,wheat
37,50,16,264,22,sandy,kharif,no,sugarcane
99,95,69,99,25,loamy,zaid,yes,wheat
67,70,29,179,30,loamy,kharif,yes,wheat
27,42,50,200,39,sandy,rabi,no,maize
86,35,55,59,30,clay,kharif,no,wheat
44,47,32,77,22,clay,rabi,yes,maize
66,40,18,285,17,sandy,zaid,no,cotton
47,80,80,291,18,loamy,zaid,no,cotton
32,10,55,82,20,loamy,kharif,no,rice
78,33,29,174,40,sandy,kharif,no,maize
45,47,49,173,40,loamy,rabi,yes,cotton
97,39,62,162,18,sandy,rabi,yes,sugarcane
38,37,46,121,37,clay,rabi,no,wheat
23,47,49,204,28,loamy,zaid,no,maize
35,10,29,127,30,sandy,rabi,no,wheat
40,42,94,297,33,sandy,rabi,yes,rice
12,83,52,234,38,sandy,kharif,yes,cotton
99,34,95,144,25,clay,zaid,no,rice
63,80,81,147,30,sandy,zaid,yes,maize
39,42,53,231,34,loamy,rabi,yes,sugarcane
33,100,99,292,30,clay,kharif,no,maize
18,68,52,76,30,loamy,rabi,no,cotton
42,47,15,80,24,sandy,kharif,yes,cotton
40,47,23,59,27,loamy,rabi,yes,sugarcane
53,87,27,70,36,clay,rabi,yes,wheat
96,76,61,157,21,sandy,kharif,yes,rice
47,56,62,108,26,clay,rabi,no,rice
96,47,36,273,36,loamy,kharif,no,sugarcane
60,82,59,281,22,loamy,zaid,no,maize
39,59,74,161,17,loamy,kharif,yes,cotton
26,76,24,277,19,clay,rabi,yes,cotton
32,74,78,241,39,clay,zaid,no,maize
10,38,40,113,27,loamy,rabi,yes,rice
37,32,95,81,18,sandy,rabi,no,maize
38,12,91,227,33,clay,rabi,yes,rice
50,24,34,229,26,loamy,kharif,no,wheat
97,93,61,85,15,clay,rabi,yes,rice
16,21,97,61,36,loamy,zaid,yes,sugarcane
90,18,22,159,30,sandy,kharif,yes,sugarcane
21,58,40,195,20,loamy,zaid,no,cotton
38,70,33,50,37,clay,zaid,no,sugarcane
55,94,65,117,36,loamy,rabi,no,maize
29,94,13,98,33,clay,zaid,yes,cotton
34,42,37,55,31,clay,kharif,no,wheat
12,70,99,172,18,loamy,rabi,yes,rice
28,51,35,93,22,clay,kharif,no,rice
52,26,51,83,16,sandy,zaid,no,sugarcane
82,14,60,68,29,sandy,rabi,no,maize
84,45,65,99,39,clay,rabi,yes,maize
23,97,77,141,34,loamy,kharif,yes,maize
90,57,17,223,35,sandy,zaid,yes,wheat
48,71,23,164,24,loamy,zaid,no,rice
91,99,94,164,34,clay,rabi,no,maize
45,45,43,225,31,clay,rabi,no,maize
73,54,28,251,20,loamy,kharif,yes,rice
22,53,26,175,26,clay,zaid,yes,cotton
59,58,95,182,34,clay,zaid,no,sugarcane
25,75,65,224,27,loamy,rabi,yes,wheat
37,83,18,193,37,sandy,kharif,yes,wheat
23,11,98,58,35,loamy,rabi,no,maize
52,79,10,82,32,clay,kharif,yes,cotton
44,22,92,175,20,sandy,rabi,no,maize
61,76,93,257,24,sandy,rabi,yes,wheat
44,10,26,66,38,clay,kharif,no,wheat
76,39,22,279,38,sandy,rabi,no,wheat
76,75,48,116,26,clay,zaid,no,cotton
29,73,29,115,37,loamy,kharif,yes,maize
66,90,24,114,22,loamy,kharif,yes,rice
93,34,91,197,26,clay,rabi,yes,cotton
42,14,32,175,17,clay,rabi,no,sugarcane
61,68,40,115,34,sandy,zaid,yes,maize
91,93,12,272,32,loamy,rabi,yes,cotton
85,85,79,50,23,loamy,kharif,yes,wheat
52,44,28,102,23,loamy,kharif,no,wheat
13,54,28,144,36,loamy,rabi,no,maize
87,11,44,256,25,loamy,rabi,no,sugarcane
20,20,39,210,32,loamy,kharif,yes,wheat
92,41,36,93,30,sandy,rabi,yes,sugarcane
92,61,91,276,38,clay,kharif,yes,rice
93,12,56,227,22,loamy,zaid,no,cotton
59,85,79,176,37,clay,kharif,yes,cotton
51,17,88,227,30,clay,kharif,yes,cotton
69,74,52,259,25,sandy,kharif,yes,maize
49,59,14,128,38,sandy,zaid,no,maize
27,89,100,293,35,loamy,rabi,no,sugarcane
54,73,87,51,15,sandy,rabi,yes,maize
39,59,36,169,21,sandy,zaid,yes,maize
90,61,44,280,26,sandy,zaid,no,maize
91,55,76,207,32,sandy,rabi,no,rice
85,85,42,151,29,clay,kharif,yes,wheat
30,28,100,105,40,clay,zaid,yes,maize
22,65,58,83,26,clay,zaid,yes,cotton
98,63,24,216,35,sandy,zaid,no,sugarcane
89,99,17,281,25,loamy,kharif,yes,sugarcane
79,85,21,51,21,sandy,zaid,no,wheat
32,83,38,230,27,loamy,rabi,yes,maize
26,36,100,208,32,loamy,zaid,no,cotton
37,60,48,169,18,loamy,rabi,yes,cotton
98,95,81,258,18,sandy,zaid,no,maize
24,53,45,103,32,loamy,zaid,no,maize
17,78,40,186,24,sandy,zaid,no,cotton
19,86,36,134,15,sandy,kharif,yes,wheat
26,100,76,247,20,loamy,zaid,no,sugarcane
59,65,54,241,37,sandy,kharif,no,wheat
31,95,47,227,38,loamy,rabi,yes,wheat
88,21,88,91,31,loamy,kharif,yes,sugarcane
45,75,66,219,21,loamy,zaid,no,rice
79,41,30,154,39,loamy,kharif,yes,rice
40,45,20,245,28,sandy,rabi,no,sugarcane
54,78,44,81,27,loamy,zaid,no,maize
31,20,51,105,37,loamy,kharif,no,wheat
88,90,79,281,31,clay,kharif,yes,cotton
48,82,32,94,23,clay,zaid,no,rice
33,95,22,265,20,sandy,rabi,no,wheat
19,81,17,123,35,loamy,rabi,yes,wheat
96,73,78,149,26,loamy,kharif,yes,maize
65,17,97,72,27,clay,zaid,no,cotton
22,63,12,50,28,clay,rabi,yes,sugarcane
88,81,72,112,35,loamy,kharif,yes,cotton
99,70,84,86,30,clay,kharif,no,maize
17,41,94,169,16,sandy,zaid,yes,sugarcane
11,34,95,77,30,clay,kharif,yes,maize
34,68,46,214,22,loamy,kharif,yes,cotton
91,74,50,66,19,sandy,rabi,yes,rice
91,18,82,146,30,loamy,kharif,no,rice
66,20,22,242,32,loamy,kharif,no,maize
55,52,49,197,30,clay,zaid,yes,rice
71,43,78,85,33,loamy,rabi,yes,sugarcane
56,81,88,265,39,loamy,zaid,yes,maize
96,70,98,182,17,clay,zaid,yes,maize
18,82,49,65,33,sandy,rabi,yes,rice
84,50,85,203,33,clay,rabi,no,cotton
67,42,29,278,33,loamy,zaid,no,wheat
11,88,85,169,16,loamy,rabi,yes,rice
74,43,60,107,25,clay,rabi,yes,cotton
39,50,30,267,36,clay,rabi,yes,rice
35,82,17,205,32,clay,zaid,no,cotton
66,11,39,241,21,clay,kharif,yes,maize
60,82,63,228,21,clay,kharif,no,maize
70,87,59,158,39,sandy,rabi,no,sugarcane
83,62,51,54,19,sandy,zaid,no,rice
44,20,13,142,32,loamy,zaid,yes,maize
58,43,92,123,33,sandy,rabi,yes,wheat
93,86,33,295,20,loamy,kharif,no,rice
85,39,98,230,28,sandy,kharif,yes,maize
92,97,97,284,32,sandy,rabi,yes,rice
58,65,30,102,26,sandy,rabi,no,wheat
56,34,57,136,34,sandy,rabi,no,rice
89,28,64,72,40,sandy,rabi,no,cotton
57,13,97,227,33,clay,zaid,yes,cotton
57,29,79,277,22,loamy,zaid,yes,sugarcane
87,37,52,258,40,sandy,kharif,no,sugarcane
31,18,47,125,35,clay,zaid,yes,sugarcane
72,33,99,68,31,clay,kharif,yes,wheat
43,70,93,258,38,loamy,kharif,yes,sugarcane
76,12,88,251,26,loamy,kharif,yes,rice
74,12,96,277,31,loamy,rabi,yes,wheat
79,66,20,278,32,loamy,kharif,no,wheat
27,92,73,135,39,sandy,zaid,no,cotton
56,91,93,187,22,sandy,rabi,yes,cotton
31,81,100,73,22,clay,kharif,yes,cotton
22,62,88,206,29,loamy,zaid,yes,rice
34,28,86,298,40,clay,zaid,no,maize
57,44,85,89,31,clay,rabi,no,sugarcane
79,55,88,62,22,loamy,zaid,no,sugarcane
84,18,53,124,36,clay,kharif,yes,cotton
32,73,73,253,32,sandy,zaid,yes,rice
13,37,51,131,15,loamy,zaid,no,wheat
36,19,50,83,36,clay,kharif,no,sugarcane
45,91,72,280,25,sandy,kharif,no,sugarcane
66,81,26,123,37,loamy,kharif,yes,rice
65,48,18,113,40,loamy,rabi,no,wheat
85,79,65,157,18,sandy,kharif,yes,cotton
47,27,11,144,22,loamy,rabi,yes,maize
71,78,98,201,17,loamy,zaid,no,cotton
58,98,28,244,17,sandy,rabi,no,sugarcane
27,74,14,175,36,clay,rabi,yes,rice
48,53,87,77,23,loamy,kharif,no,sugarcane
49,37,50,235,34,clay,rabi,no,wheat
33,73,68,131,17,clay,zaid,yes,maize
25,69,69,165,25,loamy,rabi,yes,wheat
83,15,43,233,25,loamy,zaid,yes,rice
37,13,83,150,16,sandy,kharif,yes,cotton
25,88,63,124,23,sandy,rabi,no,wheat
77,17,10,131,20,clay,kharif,no,sugarcane
53,88,78,282,16,loamy,rabi,no,sugarcane
48,53,83,165,25,sandy,zaid,no,maize
81,99,23,82,18,clay,kharif,yes,cotton
64,56,59,118,39,sandy,zaid,yes,maize
78,96,53,238,30,sandy,rabi,yes,wheat
58,35,69,171,22,sandy,kharif,no,rice
16,50,12,217,40,loamy,rabi,no,sugarcane
80,44,32,273,30,clay,kharif,yes,rice
29,76,11,234,36,loamy,kharif,no,cotton
100,94,94,138,18,sandy,zaid,no,maize
59,87,33,228,20,loamy,rabi,no,wheat
46,65,38,199,15,loamy,zaid,yes,wheat
26,55,27,80,25,sandy,zaid,yes,rice
97,13,96,149,37,clay,rabi,yes,maize
93,29,67,51,16,sandy,zaid,no,sugarcane
44,28,19,229,33,clay,rabi,yes,maize
47,54,24,188,25,sandy,zaid,no,cotton
91,86,23,130,21,sandy,kharif,no,sugarcane
87,18,32,242,37,loamy,kharif,no,rice
80,27,19,159,37,sandy,rabi,no,maize
26,17,61,271,31,clay,zaid,yes,sugarcane
45,55,10,201,25,loamy,zaid,yes,rice
24,67,49,160,40,sandy,kharif,yes,sugarcane
80,47,70,147,34,loamy,rabi,no,wheat
24,63,23,127,38,clay,rabi,no,maize
80,78,24,114,29,clay,zaid,yes,wheat
46,40,97,208,24,clay,zaid,no,maize
90,92,81,169,19,sandy,zaid,yes,maize
36,93,32,214,33,clay,zaid,yes,sugarcane
82,89,20,225,31,clay,zaid,yes,rice
60,51,57,169,33,loamy,rabi,yes,maize
57,50,20,288,31,clay,zaid,yes,wheat
54,81,14,145,32,sandy,rabi,yes,rice
12,42,43,128,18,loamy,kharif,yes,sugarcane
74,47,52,188,35,clay,rabi,yes,rice
78,16,60,149,27,clay,rabi,no,rice
54,72,79,246,18,clay,rabi,no,cotton
83,36,43,259,40,sandy,rabi,no,cotton
34,79,86,166,29,loamy,kharif,yes,wheat
57,35,96,288,16,loamy,zaid,no,maize
87,79,35,287,33,sandy,rabi,yes,wheat
50,27,21,185,33,loamy,rabi,yes,maize
41,65,16,295,18,sandy,rabi,no,maize
91,79,36,247,18,sandy,zaid,no,maize
27,43,65,193,30,clay,rabi,yes,sugarcane
23,52,63,101,24,loamy,rabi,no,maize
66,24,10,149,26,clay,rabi,yes,cotton
29,83,44,192,16,clay,rabi,yes,wheat
94,53,79,280,26,clay,rabi,no,wheat
69,74,100,94,29,loamy,rabi,yes,sugarcane
32,30,18,59,27,loamy,kharif,no,rice
50,64,86,102,15,sandy,rabi,yes,maize
75,86,45,169,39,loamy,rabi,yes,wheat
100,39,10,259,38,clay,zaid,no,rice
23,48,93,227,29,sandy,kharif,yes,maize
98,58,75,157,23,clay,rabi,no,sugarcane
100,84,81,300,31,loamy,zaid,yes,maize
92,30,86,155,21,loamy,kharif,no,sugarcane
39,60,13,154,28,clay,zaid,no,cotton
27,80,92,118,19,loamy,kharif,no,wheat
23,28,20,57,34,loamy,kharif,no,maize
51,42,22,297,39,clay,zaid,yes,wheat
54,38,59,222,37,clay,rabi,no,maize
58,23,57,216,33,sandy,kharif,no,rice
71,96,53,71,35,loamy,kharif,yes,maize
18,95,31,160,26,clay,kharif,no,sugarcane
13,58,53,82,22,clay,zaid,no,sugarcane
43,90,91,175,20,loamy,rabi,no,sugarcane
46,24,33,165,29,clay,zaid,no,sugarcane
85,59,85,133,27,sandy,zaid,no,wheat
18,37,45,130,27,sandy,kharif,no,sugarcane
35,80,13,195,28,loamy,zaid,yes,rice
14,16,26,194,38,loamy,kharif,yes,sugarcane
59,90,66,142,24,clay,zaid,no,maize
40,70,56,91,32,clay,kharif,yes,cotton
70,94,18,74,27,loamy,kharif,no,maize
45,48,33,299,38,sandy,kharif,yes,cotton
92,59,17,175,35,loamy,rabi,no,cotton
88,61,93,161,29,sandy,rabi,no,rice
71,63,39,124,18,loamy,rabi,no,sugarcane
75,65,91,75,22,sandy,zaid,no,rice
84,75,81,271,32,clay,rabi,yes,cotton
60,20,96,235,29,clay,zaid,no,cotton
62,95,34,194,26,loamy,kharif,no,cotton
65,37,38,260,32,sandy,kharif,no,wheat
36,79,59,257,21,clay,zaid,yes,rice
59,12,73,159,30,clay,zaid,no,maize
51,59,24,133,34,loamy,rabi,yes,cotton
14,81,69,244,16,clay,kharif,yes,sugarcane
73,98,64,242,33,clay,rabi,yes,rice
65,37,29,251,15,loamy,zaid,no,wheat
35,51,71,60,31,clay,zaid,no,maize
21,39,22,106,20,loamy,zaid,yes,maize
18,16,85,162,18,clay,kharif,no,rice
47,26,57,137,27,clay,zaid,yes,wheat
90,88,75,117,25,clay,rabi,yes,cotton
74,39,82,199,16,clay,zaid,yes,sugarcane
61,94,20,298,36,clay,zaid,no,cotton
89,88,90,191,26,loamy,kharif,yes,sugarcane
12,45,11,280,18,clay,zaid,no,sugarcane
55,83,24,281,40,loamy,kharif,no,sugarcane
87,34,26,144,25,loamy,zaid,no,rice
95,93,38,235,16,sandy,zaid,yes,maize
17,67,51,176,26,sandy,zaid,no,maize
79,28,31,141,30,loamy,kharif,no,maize
85,89,64,108,23,clay,zaid,yes,maize
44,55,18,281,40,clay,kharif,yes,sugarcane
29,51,58,231,33,sandy,zaid,no,wheat
71,95,90,184,37,clay,rabi,yes,rice
39,33,27,126,32,sandy,zaid,yes,cotton
44,16,15,52,33,sandy,zaid,no,rice
52,39,56,293,21,clay,rabi,yes,wheat
90,79,67,230,37,loamy,kharif,no,maize
97,42,40,265,38,loamy,rabi,no,maize
43,93,74,259,39,loamy,zaid,no,sugarcane
46,88,66,167,37,clay,zaid,yes,rice
23,68,33,100,31,clay,zaid,yes,maize
98,95,54,84,31,loamy,kharif,no,rice
40,34,74,112,26,sandy,kharif,no,rice
19,29,98,64,23,clay,kharif,no,wheat
92,68,85,169,21,sandy,kharif,no,rice
81,27,11,160,35,loamy,kharif,yes,rice
61,35,62,84,36,sandy,kharif,no,sugarcane
15,61,15,59,28,sandy,rabi,no,maize
78,42,35,169,23,clay,zaid,yes,cotton
47,55,52,169,28,loamy,kharif,yes,rice
99,11,71,182,16,sandy,rabi,yes,rice
34,75,50,257,31,clay,kharif,yes,sugarcane
78,86,32,143,29,clay,rabi,no,wheat
25,37,69,271,32,sandy,rabi,yes,maize
46,27,93,238,40,sandy,zaid,no,rice
30,25,52,280,32,clay,zaid,yes,rice
11,66,47,137,15,loamy,rabi,yes,sugarcane
25,47,84,298,17,clay,kharif,no,maize
83,79,89,53,38,loamy,rabi,no,maize
44,34,67,187,26,sandy,zaid,yes,sugarcane
98,56,35,298,39,sandy,kharif,yes,sugarcane
36,48,28,187,38,clay,rabi,no,wheat
17,47,90,273,26,sandy,rabi,yes,cotton
67,56,86,263,38,clay,kharif,no,rice
80,40,18,246,34,loamy,rabi,no,cotton
81,25,86,211,38,sandy,zaid,yes,maize
54,41,100,125,32,sandy,rabi,yes,sugarcane
85,100,34,65,18,loamy,kharif,no,maize
62,12,17,157,35,clay,kharif,yes,cotton
45,37,66,170,20,clay,rabi,yes,maize
82,36,22,105,31,clay,rabi,yes,sugarcane
97,28,37,172,33,loamy,kharif,no,maize
37,93,39,87,33,loamy,rabi,yes,wheat
82,14,80,282,34,clay,zaid,yes,rice
76,96,99,103,32,sandy,zaid,no,wheat
63,20,19,70,19,clay,zaid,no,wheat
79,68,96,221,35,loamy,zaid,no,cotton
73,69,20,294,39,clay,kharif,yes,sugarcane
96,94,83,219,20,sandy,zaid,no,cotton
92,23,59,261,33,clay,zaid,no,rice
56,90,21,115,31,loamy,rabi,yes,wheat
71,96,99,69,26,clay,kharif,no,cotton
54,65,75,78,18,clay,zaid,no,cotton
73,21,93,189,15,clay,kharif,yes,sugarcane
62,34,54,235,26,loamy,rabi,no,maize
77,45,37,227,21,loamy,zaid,yes,sugarcane
16,53,56,141,19,loamy,rabi,yes,wheat
72,93,68,149,26,clay,zaid,yes,sugarcane
32,23,53,75,29,sandy,zaid,no,rice
10,87,89,53,39,sandy,zaid,yes,wheat
77,87,47,157,28,clay,zaid,no,sugarcane
86,60,13,151,18,sandy,zaid,yes,rice
65,78,64,279,18,sandy,kharif,yes,wheat
65,64,98,121,17,sandy,zaid,yes,sugarcane
41,94,83,222,21,clay,kharif,yes,rice
90,49,35,187,40,loamy,zaid,no,cotton
24,89,77,121,31,sandy,rabi,yes,sugarcane
66,53,66,86,32,clay,kharif,no,sugarcane
32,50,67,150,17,clay,rabi,yes,maize
62,26,77,299,18,clay,rabi,no,rice
85,81,19,255,16,clay,kharif,no,cotton
66,55,15,246,24,loamy,kharif,yes,maize
80,61,53,264,15,loamy,kharif,no,cotton
67,76,40,197,32,clay,zaid,no,sugarcane
91,23,54,292,35,clay,rabi,yes,sugarcane
33,43,93,252,17,clay,zaid,no,rice
92,84,35,240,36,clay,rabi,yes,rice
20,80,94,70,23,clay,zaid,yes,sugarcane
10,79,76,278,26,loamy,zaid,no,wheat
13,17,53,180,35,sandy,kharif,yes,wheat
16,30,45,185,39,sandy,zaid,yes,sugarcane
53,56,17,111,28,sandy,zaid,no,wheat
68,47,79,206,22,loamy,zaid,yes,cotton
12,45,61,145,20,sandy,rabi,no,cotton
73,60,53,213,26,sandy,rabi,no,sugarcane
